index,left,right,weyl_a,weyl_b,weyl_c,nearest_index,nearest_distance,match
271,2566,4744,0.5443881698152921,0.4042620594036397,0.0,4516,1.0032411042713962,False
272,4918,1434,0.6535463273662536,0.4008198010430396,0.0,4653,1.0000772271532117,False
273,1210,4394,0.753786527220722,0.478316385797534,0.0,4407,1.0051044342027768,False
274,573,3224,0.6502520617962819,0.6161585670346876,0.0,4437,1.0123098416213447,False
275,2769,2709,0.725648232596142,0.5928186327424566,0.0,4410,1.020848164686805,False
276,4206,1561,0.5640015719646616,0.17815944483622922,0.0,4596,1.0057679116807414,False
277,3480,675,0.7538476104187319,0.5478679803010652,0.0,4408,1.0024000269258198,False
278,2231,3458,0.47089554709835557,0.4111325369854686,0.0,4444,1.0026467752977357,False
279,103,1177,0.7383757266100153,0.4060151727999102,1.1102230246251565e-16,4436,1.0316425139371825,False
280,858,3369,0.5564101355245121,0.4824052911586335,0.0,4412,1.0140156288035624,False
281,3673,1300,0.6615811861763294,0.42033702817855867,0.0,4407,1.0544679863895743,False
282,2815,1401,0.7068518852075156,0.38190225630196906,1.1102230246251565e-16,3844,1.0107255112389766,False
283,3247,4201,0.520702458736384,0.47647348430581216,0.0,4475,1.019753007027579,False
284,4749,3757,0.7802638021209791,0.6462336010424921,1.1102230246251565e-16,4407,1.0364196958754168,False
285,746,151,0.6956020179443687,0.3954483625911651,0.0,4407,1.0205456766211982,False
286,2040,4792,0.7853777655758121,0.5872826221684759,0.0,4409,1.0912801085253456,False
287,4494,45,0.4847122611335184,0.440565718285426,0.0,4474,1.0097726226000214,False
288,29,4158,0.5943200197928018,0.4627590942667612,0.0,1068,1.0001485595451902,False
289,1772,1312,0.5710330819406462,0.5343491123521671,0.0,4408,1.013763855364412,False
290,2709,3598,0.5789580375130878,0.35340470959318643,0.0,4442,1.0171096537060296,False
291,2203,355,0.5555486376786165,0.542884439827862,0.0,4437,1.0346776446495887,False
292,463,3721,0.6623791329813713,0.5957815047263343,0.0,4406,1.03791259163552,False
293,1969,1927,0.4311722502356936,0.29384043587539,0.0,1875,1.000152096440297,False
294,3608,335,0.6476669307068903,0.4877452703546684,0.0,4528,1.0009207545661363,False
295,4882,3327,0.6641993640920667,0.606721515603289,0.0,4467,1.05429752931861,False
296,2172,3694,0.6490476897667454,0.6406258346846901,0.0,4436,1.0931556694100308,False
297,1384,2069,0.6829991619430933,0.6153289396988134,0.0,4384,1.071532367447035,False
298,1521,3483,0.5683540755398031,0.40242375610079517,0.0,4386,1.0028920587244985,False
299,3778,3473,0.7781474477496939,0.37131249979452846,0.0,4409,1.0944915368665742,False
300,3580,1276,0.5305050076205031,0.40549475465604934,0.0,4477,1.0002639900629977,False
301,2206,1191,0.7293620970744064,0.40360579474774405,0.0,4467,1.071738407740084,False
302,864,268,0.6694024918136705,0.45123948152042864,0.0,4408,1.0334783221321515,False
303,2262,804,0.6432826337528308,0.41147072545203456,1.1102230246251565e-16,4436,1.083264027354494,False
304,1041,911,0.783453742645789,0.5254081884525654,0.0,4384,1.0557846141260987,False
305,1485,1326,0.7644591383502579,0.6372228645166107,0.0,4384,1.0280365742093336,False
306,4842,3261,0.7711004277504871,0.34129466808630315,0.0,4467,1.042699269636295,False
307,2923,4823,0.739808790840458,0.27175111031410365,0.0,4470,1.0022217238755735,False
308,3656,3582,0.6903626466893202,0.436108141601492,0.0,4436,1.0166808074396423,False
309,3436,3407,0.43962430994466395,0.43613883805377646,0.0,4616,1.0016627513062046,False
310,2507,1034,0.677695935846117,0.47411515022204265,0.0,4384,1.0277450448814907,False
311,3978,4137,0.5229490852219731,0.3771477750426331,0.0,4410,1.0085356857489147,False
312,1229,4866,0.6355940022218523,0.36027189643535806,0.0,4715,1.000061105491875,False
313,4994,4667,0.7542595234628644,0.346300735391995,0.0,4389,1.0009775842798718,False
314,2290,2033,0.4162519300812928,0.4155651626853355,0.0,4467,1.0715749254956546,False
315,660,4844,0.705040210823106,0.1190027665951825,0.0,4467,1.053407751665295,False
316,3062,3802,0.7404945763852453,0.4234620092152416,0.0,4436,1.1119475627720363,False
317,4982,3324,0.5750122542976142,0.4271150117240675,0.0,3177,1.0000337230524263,False
