weyl_a,weyl_b,weyl_c,size,w1,w2,w3,h1,h2,h3
0.7853981633974483,0.22520505278355163,0.1527286737661644,35,6,4,1,2,5,3
0.7853981633974481,0.23886069457159564,-0.15538226069695327,36,6,4,1,2,5,4
0.7853981633974482,0.24815780146356659,-0.15663198008444468,37,6,4,1,2,5,5
0.7853981633974482,0.25496926929831876,-0.15707354830115872,38,6,4,1,2,5,6
0.7853981633974483,0.1855313334168729,0.1372760288017485,38,6,4,1,2,6,2
0.7853981633974482,0.20686979110068826,-0.14274435278203335,39,6,4,1,2,6,3
0.7853981633974481,0.21982674616292108,-0.14555067181202563,40,6,4,1,2,6,4
0.7853981633974483,0.2286514939489015,0.1469411741319,41,6,4,1,2,6,5
0.7853981633974483,0.23511942540686182,0.14750792525048073,42,6,4,1,2,6,6
0.7853981633974482,0.2798675259458703,-0.2163581437489448,28,6,4,1,3,2,2
0.7853981633974483,0.3081128526441699,0.22069393153220673,29,6,4,1,3,2,3
0.7853981633974483,0.3252919883262324,0.22264927615666608,30,6,4,1,3,2,4
0.7853981633974482,0.33699048499973916,-0.22339648359733744,31,6,4,1,3,2,5
0.7853981633974482,0.34555707883102205,-0.2234759239547932,32,6,4,1,3,2,6
0.7853981633974483,0.2399338441623593,0.19528596016803057,32,6,4,1,3,3,2
0.7853981633974482,0.26558103839413505,-0.20005457885962663,33,6,4,1,3,3,3
0.7853981633974483,0.2811589989974479,0.2022906621948959,34,6,4,1,3,3,4
0.7853981633974482,0.291764968808228,-0.2032223201695551,35,6,4,1,3,3,5
0.7853981633974483,0.2995348644797131,0.2034212973717855,36,6,4,1,3,3,6
0.7853981633974483,0.21098592264078775,0.1779217796796484,36,6,4,1,3,4,2
0.7853981633974483,0.23481995182870463,0.18297601946165454,37,6,4,1,3,4,3
0.7853981633974483,0.2492991026693412,0.18543484299642898,38,6,4,1,3,4,4
0.7853981633974482,0.2591626515010672,-0.18653965009729934,39,6,4,1,3,4,5
0.7853981633974482,0.2663940792440398,-0.1868730093467077,40,6,4,1,3,4,6
0.7853981633974483,0.18883800414926188,0.16355364425937324,40,6,4,1,3,5,2
0.7853981633974483,0.21129011582136137,0.16880446697212825,41,6,4,1,3,5,3
0.7853981633974483,0.2249388562004757,0.17144117907474854,42,6,4,1,3,5,4
0.7853981633974482,0.23424382203036487,-0.17269935070340914,43,6,4,1,3,5,5
0.7853981633974483,0.24107090447306057,0.1731625174199145,44,6,4,1,3,5,6
0.7853981633974483,0.1712656775928183,0.15152645488234118,44,6,4,1,3,6,2
0.7853981633974483,0.19260512486973802,0.15691396280739145,45,6,4,1,3,6,3
0.7853981633974483,0.20558790567775542,0.15969280677842246,46,6,4,1,3,6,4
0.7853981633974483,0.21444563243617765,0.16108348699744468,47,6,4,1,3,6,5
0.7853981633974483,0.22094903464195514,0.1616653608475005,48,6,4,1,3,6,6
0.7853981633974483,0.2726784879568367,0.23627134410545558,34,6,4,1,4,2,2
0.7853981633974483,0.30066108233952704,0.2406200403087615,35,6,4,1,4,2,3
0.7853981633974483,0.3176519936622446,0.24260800792120207,36,6,4,1,4,2,4
0.7853981633974483,0.32920708603308313,0.243394993308665,37,6,4,1,4,2,5
0.7853981633974482,0.33766079907854163,-0.24351572274576583,38,6,4,1,4,2,6
0.7853981633974482,0.23156816331778707,-0.21198012840401415,38,6,4,1,4,3,2
0.7853981633974483,0.2569981658263609,0.21672571519347894,39,6,4,1,4,3,3
0.7853981633974483,0.272429812897764,0.2189733089024104,40,6,4,1,4,3,4
0.7853981633974483,0.28292877599625754,0.2199321842715971,41,6,4,1,4,3,5
0.7853981633974482,0.29061708281456866,-0.22016519888969022,42,6,4,1,4,3,6
0.7853981633974482,0.20186289408171199,-0.19223444831539727,42,6,4,1,4,4,2
0.7853981633974482,0.22552133438249644,-0.19724105932755265,43,6,4,1,4,4,3
0.7853981633974483,0.2398889525995047,0.1996954703079563,44,6,4,1,4,4,4
0.7853981633974483,0.2496742616026726,0.2008169188516309,45,6,4,1,4,4,5
0.7853981633974483,0.2568480888755982,0.20117728652713573,46,6,4,1,4,4,6
