index,entry,diagram,size,weyl_a,weyl_b,weyl_c
859,859,"(8, 3, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.38878219049627294,-0.20030791001482662
860,860,"(8, 2, 2, 2, 2, 2, 1)",19,0.7853981633974483,0.159598313652471,0.0987588510024402
861,861,"(8, 2, 2, 2, 2, 1, 1, 1)",19,0.7853981633974483,0.1804420800692048,0.15339154481740103
862,862,"(8, 2, 2, 2, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.19289648779945967,-0.1874195232392406
863,863,"(8, 2, 2, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.24269669961730056,-0.19521425036908724
864,864,"(8, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.3278203360087817,-0.20753562314170892
865,865,"(7, 7, 4, 1)",19,0.7853981633974483,0.22989876884214183,0.2221622301999222
866,866,"(7, 7, 3, 2)",19,0.7853981633974483,0.3257892735594125,0.13170266071064995
867,867,"(7, 7, 3, 1, 1)",19,0.7853981633974481,0.28548018072942494,-0.2590145672025823
868,868,"(7, 7, 2, 2, 1)",19,0.7853981633974481,0.24346480946729265,-0.1444326931872908
869,869,"(7, 7, 2, 1, 1, 1)",19,0.7853981633974482,0.28081568203963236,-0.26915133223967214
870,870,"(7, 6, 3, 3)",19,0.7853981633974483,0.2138711056571676,0.07104484303599462
871,871,"(7, 6, 2, 2, 2)",19,0.7853981633974483,0.18598660075202655,0.16428368006952354
872,872,"(7, 6, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.29622055561863725,0.159598313652471
873,873,"(7, 5, 5, 2)",19,0.7853981633974483,0.17529484757518332,0.0806487109020943
874,874,"(7, 5, 5, 1, 1)",19,0.7853981633974483,0.2195840532666571,0.15222749487498177
875,875,"(7, 5, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.3730404809147707,0.18111065118225156
876,876,"(7, 4, 4, 2, 2)",19,0.7853981633974483,0.22378031077040794,0.15650881900695585
877,877,"(7, 4, 4, 1, 1, 1, 1)",19,0.7853981633974481,0.28647440795252166,-0.17661105201078708
878,878,"(7, 4, 2, 2, 2, 2)",19,0.7853981633974483,0.2713621929531378,0.24541253830918208
879,879,"(7, 4, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.39423555987854186,-0.19389033866256966
880,880,"(7, 3, 3, 3, 1, 1, 1)",19,0.7853981633974481,0.21688861401449788,-0.17661105201078708
881,881,"(7, 3, 3, 2, 2, 2)",19,0.7853981633974482,0.2651627426204488,-0.1544936893071478
882,882,"(7, 3, 3, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.2890202961755133,0.1897732924197424
883,883,"(7, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.3820933762682115,-0.20359826438709394
884,884,"(7, 2, 2, 2, 2, 2, 1, 1)",19,0.7853981633974482,0.16744807921968885,-0.11529019819073039
885,885,"(7, 2, 2, 2, 2, 1, 1, 1, 1)",19,0.7853981633974482,0.1773520824720647,-0.15299794324521176
886,886,"(7, 2, 2, 2, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.18934322080217925,-0.18391840442668794
887,887,"(7, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.2382795804699489,-0.19338160020387463
888,888,"(7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.3236446402900732,0.20947109758258797
889,889,"(6, 6, 5, 2)",19,0.7853981633974483,0.23109137488471038,0.024489302625305076
890,890,"(6, 6, 5, 1, 1)",19,0.7853981633974482,0.20890831804493892,-0.16844210824980532
891,891,"(6, 6, 4, 3)",19,0.7853981633974483,0.3506020166804148,0.03387778856863621
892,892,"(6, 6, 4, 1, 1, 1)",19,0.7853981633974482,0.2749310550712405,-0.2444115094046877
893,893,"(6, 6, 3, 3, 1)",19,0.7853981633974481,0.2149681768594327,-0.14453413079527966
894,894,"(6, 6, 3, 2, 2)",19,0.7853981633974483,0.3370457482455769,0.15566172633203457
895,895,"(6, 6, 3, 1, 1, 1, 1)",19,0.7853981633974482,0.306510651042168,-0.2651627426204488
896,896,"(6, 6, 2, 2, 2, 1)",19,0.7853981633974482,0.21253894486693614,-0.09531865304843379
897,897,"(6, 6, 2, 2, 1, 1, 1)",19,0.7853981633974483,0.24541253830918208,0.18023655243473868
898,898,"(6, 6, 2, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.27615794843381636,0.27599863346308595
899,899,"(6, 5, 5, 3)",19,0.7853981633974483,0.20898300173101952,-0.04982276857287449
900,900,"(6, 5, 5, 1, 1, 1)",19,0.7853981633974481,0.17251662009849777,-0.14473171907526705
901,901,"(6, 5, 4, 4)",19,0.7853981633974483,0.3343439018153457,-0.0033711641715212792
902,902,"(6, 5, 2, 2, 2, 2)",19,0.7853981633974483,0.21253894486693614,0.18118611485878944
903,903,"(6, 5, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.30528910491777417,-0.17307873352461378
904,904,"(6, 4, 4, 4, 1)",19,0.7853981633974483,0.13759956977015353,0.11724840293625505
905,905,"(6, 4, 4, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.26357826189539946,-0.17380008679879566
906,906,"(6, 4, 3, 3, 3)",19,0.7853981633974483,0.32147409056543935,0.12932034571783246
907,907,"(6, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.36778860043735495,0.19493924294082365
908,908,"(6, 3, 3, 3, 3, 1)",19,0.7853981633974481,0.14473171907526705,-0.11163630198216179
909,909,"(6, 3, 3, 3, 2, 2)",19,0.7853981633974483,0.24441150940468787,-0.08007328697949045
910,910,"(6, 3, 3, 3, 1, 1, 1, 1)",19,0.7853981633974483,0.21026716764198206,0.17529786922794877
911,911,"(6, 3, 3, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.2765041996591835,-0.1883408118896357
912,912,"(6, 3, 2, 2, 2, 2, 2)",19,0.7853981633974482,0.28081568203963236,-0.23025028172315576
913,913,"(6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.3694171006545304,0.2069582208876346
914,914,"(6, 2, 2, 2, 2, 2, 2, 1)",19,0.7853981633974483,0.1460363579354767,-0.06790890759916657
915,915,"(6, 2, 2, 2, 2, 2, 1, 1, 1)",19,0.7853981633974482,0.16647222299611286,-0.11646257397718518
916,916,"(6, 2, 2, 2, 2, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.1732278863242085,-0.14781223805508947
917,917,"(6, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.18246252348777503,-0.18027362147816461
918,918,"(6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.2309394948053427,-0.1917439126671665
919,919,"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.31677965997540447,-0.2123077636691697
920,920,"(5, 5, 5, 3, 1)",19,0.7853981633974482,0.28488793371719545,-0.1619845860304805
921,921,"(5, 5, 5, 2, 1, 1)",19,0.7853981633974483,0.32147409056543896,0.20759260435300142
922,922,"(5, 5, 4, 4, 1)",19,0.7853981633974483,0.17298022516302247,-0.038025461172813024
923,923,"(5, 5, 4, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.23555530044269446,-0.22915383866111672
924,924,"(5, 5, 3, 3, 1, 1, 1)",19,0.7853981633974482,0.22378031077040816,-0.17573449715626666
925,925,"(5, 5, 3, 2, 2, 2)",19,0.7853981633974481,0.3370457482455773,-0.14445180328068297
926,926,"(5, 5, 3, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.29121843037990924,-0.264832616367638
927,927,"(5, 5, 2, 2, 2, 2, 1)",19,0.7853981633974483,0.18598660075202705,-0.0529648198134165
928,928,"(5, 5, 2, 2, 2, 1, 1, 1)",19,0.7853981633974483,0.21444318798612372,0.11952565860231434
929,929,"(5, 5, 2, 2, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.2362586108765754,-0.17713740926520583
930,930,"(5, 5, 2, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.2732817777457264,0.268980502824709
931,931,"(5, 4, 4, 4, 2)",19,0.7853981633974483,0.17298022516302236,-0.03292306612926943
932,932,"(5, 4, 4, 4, 1, 1)",19,0.7853981633974482,0.13759956977015353,-0.09702114668997908
933,933,"(5, 4, 4, 3, 3)",19,0.7853981633974483,0.28488793371719534,-0.0298393719307386
934,934,"(5, 4, 4, 2, 2, 2)",19,0.7853981633974483,0.21496817685943276,0.07408635826283427
935,935,"(5, 4, 4, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.2024085506042974,-0.16178339086591276
936,936,"(5, 4, 2, 2, 2, 2, 2)",19,0.7853981633974483,0.24346480946729265,0.1793974196786685
937,937,"(5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.30247904519031543,-0.18733712870664387
938,938,"(5, 3, 3, 3, 3, 2)",19,0.7853981633974483,0.20890831804493953,0.003776167281402898
939,939,"(5, 3, 3, 3, 3, 1, 1)",19,0.7853981633974483,0.15222749487498177,0.11913645255321725
940,940,"(5, 3, 3, 3, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.18889176295699972,-0.17017072857158233
941,941,"(5, 3, 3, 2, 2, 2, 2)",19,0.7853981633974482,0.2590145672025823,-0.11569737091537835
942,942,"(5, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.2514656692395505,-0.18423371507176878
943,943,"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.3445384435365426,0.2088423330291569
944,944,"(5, 2, 2, 2, 2, 2, 2, 1, 1)",19,0.7853981633974483,0.15285162208770325,-0.07636916729866083
945,945,"(5, 2, 2, 2, 2, 2, 1, 1, 1, 1)",19,0.7853981633974482,0.16238436497402908,-0.10894654269440007
946,946,"(5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.1681515123173538,-0.1371742788167083
947,947,"(5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.17600400514914583,-0.17073584465355474
948,948,"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.21887312665440906,0.18972003798040316
949,949,"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.3053307671356711,-0.21573637062725837
950,950,"(4, 4, 4, 4, 2, 1)",19,0.7853981633974482,0.33434390181534557,-0.13060907535309685
951,951,"(4, 4, 4, 3, 3, 1)",19,0.7853981633974483,0.20898300173101958,-0.019773056663408006
952,952,"(4, 4, 4, 3, 2, 2)",19,0.7853981633974483,0.350602016680415,-0.04150756688163515
953,953,"(4, 4, 4, 3, 1, 1, 1, 1)",19,0.7853981633974482,0.2841143275815714,-0.18433651388188466
954,954,"(4, 4, 4, 2, 2, 2, 1)",19,0.7853981633974483,0.21387110565716771,-0.029496481774921257
955,955,"(4, 4, 4, 2, 2, 1, 1, 1)",19,0.7853981633974482,0.25594121497779465,-0.11458730062302891
956,956,"(4, 4, 4, 2, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.3099046473934983,-0.2154077226496227
957,957,"(4, 4, 3, 3, 3, 2)",19,0.7853981633974483,0.23109137488471054,0.08128734784453667
958,958,"(4, 4, 3, 3, 3, 1, 1)",19,0.7853981633974483,0.1752948475751836,-0.043673731950796935
959,959,"(4, 4, 3, 3, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.20701615317405864,-0.1306603583747954
960,960,"(4, 4, 3, 2, 2, 2, 2)",19,0.7853981633974483,0.3257892735594128,0.09150108786165934
961,961,"(4, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.2523908213404944,-0.23328383590814905
962,962,"(4, 4, 2, 2, 2, 2, 2, 1)",19,0.7853981633974483,0.16198480595580472,-0.009211798426094653
963,963,"(4, 4, 2, 2, 2, 2, 1, 1, 1)",19,0.7853981633974483,0.18688807919299033,-0.06477343154833548
964,964,"(4, 4, 2, 2, 2, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.2021067553997291,-0.10537368624384413
965,965,"(4, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.22507858805198389,0.1570307763079084
966,966,"(4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.270522059984601,-0.2480832592604969
967,967,"(4, 3, 3, 3, 3, 1, 1, 1)",19,0.7853981633974483,0.14556960448146405,-0.08023386495809959
968,968,"(4, 3, 3, 3, 2, 2, 2)",19,0.7853981633974483,0.229898768842142,-0.005249869328634915
969,969,"(4, 3, 3, 3, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.15765721269337263,-0.13651531935192818
970,970,"(4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.1941402674680166,-0.17180305864964307
971,971,"(4, 3, 2, 2, 2, 2, 2, 2)",19,0.7853981633974481,0.27857206679711854,-0.14461694659946378
972,972,"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.2846306708334163,0.20235072894088102
973,973,"(4, 2, 2, 2, 2, 2, 2, 2, 1)",19,0.7853981633974483,0.13051119925661747,-0.02050784601683109
974,974,"(4, 2, 2, 2, 2, 2, 2, 1, 1, 1)",19,0.7853981633974483,0.15014283576949683,-0.06501726449996514
975,975,"(4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.1559747889340457,-0.09130156153989866
976,976,"(4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.16132434770794024,-0.11749041741523492
977,977,"(4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.16986535276477177,-0.14993164307652673
978,978,"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.1973525605285058,-0.18578010178966053
979,979,"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.2841839291165691,-0.21843923425815515
980,980,"(3, 3, 3, 3, 3, 2, 1, 1)",19,0.7853981633974483,0.3265901941996141,0.10803015422940376
981,981,"(3, 3, 3, 3, 2, 2, 2, 1)",19,0.7853981633974483,0.19916845921980564,0.030846568918245054
982,982,"(3, 3, 3, 3, 2, 2, 1, 1, 1)",19,0.7853981633974483,0.24424359969871673,-0.04889119111250473
983,983,"(3, 3, 3, 3, 2, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.3107240708839365,-0.1484011805066805
984,984,"(3, 3, 3, 2, 2, 2, 2, 1, 1)",19,0.7853981633974483,0.17897358111554512,0.015029434727034996
985,985,"(3, 3, 3, 2, 2, 2, 1, 1, 1, 1)",19,0.7853981633974483,0.1996337921676158,-0.029707532614404286
986,986,"(3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.22767923440905297,-0.08068942510373045
987,987,"(3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.28777325121519315,-0.17196593173199126
988,988,"(3, 3, 2, 2, 2, 2, 2, 2, 1)",19,0.7853981633974483,0.13807885847448492,0.04646578172030108
989,989,"(3, 3, 2, 2, 2, 2, 2, 1, 1, 1)",19,0.7853981633974483,0.1598335545776688,-0.0003378505458622172
990,990,"(3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.1696299223198236,-0.030267999875823293
991,991,"(3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.18223173662412673,-0.06279601196110285
992,992,"(3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.20553833895521656,-0.1090021045204903
993,993,"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.25827317645004566,-0.19656432451897476
994,994,"(3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",19,0.7853981633974483,0.1338113179292988,-0.0015193921829599333
995,995,"(3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",19,0.7853981633974483,0.14205213841663306,-0.03008653361199709
996,996,"(3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.14568914565413515,-0.052352764615711145
997,997,"(3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.1500724063065702,-0.0759891616954631
998,998,"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974483,0.1581283011107928,0.10582424710354399
999,999,"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974481,0.17473886010373985,-0.15015060328362662
1000,1000,"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19,0.7853981633974482,0.2343685728995757,-0.21389197358238476
1001,1001,"(17, 2, 1)",20,0.7853981633974483,0.2499527361377744,0.2117325140377332
1002,1002,"(16, 3, 1)",20,0.7853981633974483,0.2916646279573933,0.17214654971983973
1003,1003,"(16, 2, 1, 1)",20,0.7853981633974482,0.29352922389758085,-0.21613792484512473
1004,1004,"(15, 4, 1)",20,0.7853981633974483,0.3079426108233485,0.15526386153410227
1005,1005,"(15, 3, 2)",20,0.7853981633974483,0.2556259550027964,0.19139560655991855
1006,1006,"(15, 3, 1, 1)",20,0.7853981633974482,0.34600848875668255,-0.18296672198451525
1007,1007,"(15, 2, 2, 1)",20,0.7853981633974482,0.2007486585335423,-0.1928517470504234
1008,1008,"(15, 2, 1, 1, 1)",20,0.7853981633974482,0.312983656565355,-0.21324067825936766
1009,1009,"(14, 5, 1)",20,0.7853981633974483,0.3130941208865282,0.14704541827583822
1010,1010,"(14, 4, 2)",20,0.7853981633974483,0.22038113910727924,0.20244906583144162
1011,1011,"(14, 4, 1, 1)",20,0.7853981633974483,0.3675651300631353,0.16674326820920893
1012,1012,"(14, 3, 1, 1, 1)",20,0.7853981633974482,0.3709483667792526,-0.18664495366344713
1013,1013,"(14, 2, 2, 1, 1)",20,0.7853981633974481,0.22549491873247263,-0.20717730869739626
1014,1014,"(14, 2, 1, 1, 1, 1)",20,0.7853981633974483,0.32342441268518485,0.20957540186475931
1015,1015,"(13, 6, 1)",20,0.7853981633974483,0.30998561164196686,0.14271748487795116
1016,1016,"(13, 5, 2)",20,0.7853981633974483,0.22758276768704822,0.17894574797022783
1017,1017,"(13, 5, 1, 1)",20,0.7853981633974482,0.37514662932078213,-0.15805276136223956
1018,1018,"(13, 4, 3)",20,0.7853981633974483,0.28456903427956237,0.15116763940672745
1019,1019,"(13, 4, 1, 1, 1)",20,0.7853981633974483,0.3950009864992037,0.1725948383468321
1020,1020,"(13, 3, 3, 1)",20,0.7853981633974482,0.23426029782744529,-0.16975382130738303
1021,1021,"(13, 3, 2, 2)",20,0.7853981633974483,0.2673928421919414,0.23583368570797464
1022,1022,"(13, 3, 1, 1, 1, 1)",20,0.7853981633974482,0.3845121261158395,-0.1883658325526385
1023,1023,"(13, 2, 2, 2, 1)",20,0.7853981633974481,0.18621863571960784,-0.15719196260654655
1024,1024,"(13, 2, 2, 1, 1, 1)",20,0.7853981633974482,0.23915568830707024,-0.2051867671241876
1025,1025,"(13, 2, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.3293852194262641,-0.20645858758314528
1026,1026,"(12, 7, 1)",20,0.7853981633974483,0.2964395588576895,0.13980800244429575
1027,1027,"(12, 6, 2)",20,0.7853981633974483,0.22244676125783563,0.16652012494638424
1028,1028,"(12, 6, 1, 1)",20,0.7853981633974482,0.3718448124625118,-0.1529193346461346
1029,1029,"(12, 5, 3)",20,0.7853981633974483,0.22412743170593297,0.1699188663730592
1030,1030,"(12, 5, 1, 1, 1)",20,0.7853981633974483,0.4029972694609949,0.1646489513137519
1031,1031,"(12, 4, 2, 2)",20,0.7853981633974483,0.2730694139309494,0.2213616021761715
1032,1032,"(12, 4, 1, 1, 1, 1)",20,0.7853981633974483,0.4095734922053076,0.17655261520328747
1033,1033,"(12, 3, 3, 2)",20,0.7853981633974483,0.2505107235519683,0.13711343573494128
1034,1034,"(12, 3, 3, 1, 1)",20,0.7853981633974483,0.2763927660607699,0.1820904197601303
1035,1035,"(12, 3, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.3922151814384609,-0.18965659663180023
1036,1036,"(12, 2, 2, 2, 1, 1)",20,0.7853981633974482,0.19383451791727246,-0.18385621292468812
1037,1037,"(12, 2, 2, 1, 1, 1, 1)",20,0.7853981633974481,0.24574599561814559,-0.2016996561907911
1038,1038,"(12, 2, 1, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.33269148356090383,-0.20419397505457937
1039,1039,"(11, 8, 1)",20,0.7853981633974483,0.26087806457114454,0.13541150385503198
1040,1040,"(11, 7, 2)",20,0.7853981633974483,0.20173487851110855,0.15821694711684842
1041,1041,"(11, 7, 1, 1)",20,0.7853981633974482,0.3533063967656016,-0.14864596486204817
1042,1042,"(11, 6, 3)",20,0.7853981633974483,0.1964794907271485,0.1645827222069331
1043,1043,"(11, 6, 1, 1, 1)",20,0.7853981633974482,0.3971681947479242,-0.15945663543982658
1044,1044,"(11, 5, 4)",20,0.7853981633974483,0.3070458101218457,0.11158619703999995
1045,1045,"(11, 5, 2, 2)",20,0.7853981633974483,0.2806562280462137,0.19831470831845344
1046,1046,"(11, 5, 1, 1, 1, 1)",20,0.7853981633974481,0.41648936175085627,-0.16955642227861123
1047,1047,"(11, 4, 4, 1)",20,0.7853981633974483,0.2445509301563753,0.15570822136198997
1048,1048,"(11, 4, 1, 1, 1, 1, 1)",20,0.7853981633974481,0.4171674522275657,-0.17987619704650815
1049,1049,"(11, 3, 3, 1, 1, 1)",20,0.7853981633974482,0.2937743927802021,-0.18610963322444452
1050,1050,"(11, 3, 2, 2, 2)",20,0.7853981633974483,0.26942787998745554,0.25447782489825
1051,1051,"(11, 3, 1, 1, 1, 1, 1, 1)",20,0.7853981633974481,0.39627082029921645,-0.1910975366346701
1052,1052,"(11, 2, 2, 2, 2, 1)",20,0.7853981633974482,0.17249674036735918,-0.12985060683035776
1053,1053,"(11, 2, 2, 2, 1, 1, 1)",20,0.7853981633974482,0.19415409937020112,-0.1927813773428344
1054,1054,"(11, 2, 2, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.24873203919147535,-0.19827300575007545
1055,1055,"(11, 2, 1, 1, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.3341836550125512,-0.2028371276440657
1056,1056,"(10, 9, 1)",20,0.7853981633974483,0.13551109951124768,0.11690267999506504
1057,1057,"(10, 8, 2)",20,0.7853981633974483,0.14724354799600797,0.14093206124923097
1058,1058,"(10, 8, 1, 1)",20,0.7853981633974482,0.29491409374834987,-0.13999043345582418
1059,1059,"(10, 7, 3)",20,0.7853981633974483,0.17922501981591554,0.13312602457546258
1060,1060,"(10, 7, 1, 1, 1)",20,0.7853981633974481,0.3679952833532907,-0.15364982799076987
1061,1061,"(10, 6, 4)",20,0.7853981633974483,0.24130659410571142,0.11234422836125835
1062,1062,"(10, 6, 2, 2)",20,0.7853981633974483,0.26716975131710263,0.18435037331395687
1063,1063,"(10, 6, 1, 1, 1, 1)",20,0.7853981633974483,0.405250157965801,0.1642136332139854
1064,1064,"(10, 5, 1, 1, 1, 1, 1)",20,0.7853981633974483,0.4213143180101113,0.1736976877952534
1065,1065,"(10, 4, 4, 2)",20,0.7853981633974483,0.20530457367592653,0.15506704028260182
1066,1066,"(10, 4, 4, 1, 1)",20,0.7853981633974483,0.28971237103861114,0.16838871050145077
1067,1067,"(10, 4, 3, 3)",20,0.7853981633974483,0.30561776242855,0.18183764238888128
1068,1068,"(10, 4, 2, 2, 2)",20,0.7853981633974483,0.2934868116341507,0.23177378073048693
1069,1069,"(10, 4, 1, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.4199900215013086,-0.1830897244232137
1070,1070,"(10, 3, 3, 3, 1)",20,0.7853981633974483,0.18705860058842383,0.1608203882162469
1071,1071,"(10, 3, 3, 2, 2)",20,0.7853981633974482,0.2629198335290255,-0.16528427660205747
1072,1072,"(10, 3, 3, 1, 1, 1, 1)",20,0.7853981633974482,0.30137362054441663,-0.1875014386691234
1073,1073,"(10, 3, 1, 1, 1, 1, 1, 1, 1)",20,0.7853981633974483,0.3976322540256749,0.19294626732626607
1074,1074,"(10, 2, 2, 2, 2, 1, 1)",20,0.7853981633974483,0.1806529466605875,0.152166231703891
1075,1075,"(10, 2, 2, 2, 1, 1, 1, 1)",20,0.7853981633974482,0.19820065421551547,-0.18977348946249073
1076,1076,"(10, 2, 2, 1, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.249432469288843,-0.1953257479521433
1077,1077,"(10, 2, 1, 1, 1, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.33425005819492437,-0.2023863686568088
1078,1078,"(9, 8, 3)",20,0.7853981633974483,0.15373762917431721,0.011264654872711888
1079,1079,"(9, 8, 1, 1, 1)",20,0.7853981633974483,0.2495345795449948,0.13409353071859087
1080,1080,"(9, 7, 4)",20,0.7853981633974483,0.20609159476350325,0.061033939690707195
1081,1081,"(9, 7, 2, 2)",20,0.7853981633974483,0.21160878631815577,0.17019727610028174
1082,1082,"(9, 7, 1, 1, 1, 1)",20,0.7853981633974482,0.35350889902880134,-0.15493248290990547
1083,1083,"(9, 6, 5)",20,0.7853981633974483,0.32488942554204,0.04715626712848586
1084,1084,"(9, 6, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.39960073816085195,-0.1674367003963777
1085,1085,"(9, 5, 5, 1)",20,0.7853981633974483,0.22334469837283522,0.14618133473885347
1086,1086,"(9, 5, 3, 3)",20,0.7853981633974483,0.25201399273593417,0.1965100778810317
1087,1087,"(9, 5, 2, 2, 2)",20,0.7853981633974483,0.29337005193772203,0.2108452052963523
1088,1088,"(9, 5, 1, 1, 1, 1, 1, 1)",20,0.7853981633974483,0.41882729412725705,0.1773288885775992
1089,1089,"(9, 4, 4, 3)",20,0.7853981633974483,0.2831484723644519,0.07918753813413443
1090,1090,"(9, 4, 4, 1, 1, 1)",20,0.7853981633974483,0.30547160187831235,0.17398327036355443
1091,1091,"(9, 4, 1, 1, 1, 1, 1, 1, 1)",20,0.7853981633974483,0.41866320171105276,0.18639960623214602
1092,1092,"(9, 3, 3, 3, 2)",20,0.7853981633974481,0.23518604636948393,-0.09151885331440379
1093,1093,"(9, 3, 3, 3, 1, 1)",20,0.7853981633974482,0.22007417835819165,-0.17315180817864828
1094,1094,"(9, 3, 3, 1, 1, 1, 1, 1)",20,0.7853981633974482,0.3034275841575722,-0.1879322034547366
1095,1095,"(9, 3, 2, 2, 2, 2)",20,0.7853981633974482,0.2711379651181236,-0.25886706446820273
1096,1096,"(9, 3, 1, 1, 1, 1, 1, 1, 1, 1)",20,0.7853981633974481,0.3965998391012011,-0.1953257479521433
1097,1097,"(9, 2, 2, 2, 2, 2, 1)",20,0.7853981633974481,0.15973651131768474,-0.10525224315284287
1098,1098,"(9, 2, 2, 2, 2, 1, 1, 1)",20,0.7853981633974482,0.18014608714303915,-0.159558341822847
