n,weyl_b,weyl_abs_c
3313,0.008564264894521889,0.0051213480328922145
3323,0.008551551936636148,0.00511347795931183
3333,0.00853889569082722,0.005105643802386872
3343,0.008526295735905187,0.005097845290520375
3353,0.00851375165505086,0.0050900821549770825
3363,0.00850126303575821,0.005082354129844369
3373,0.008488829469776638,0.0050746609519976005
3383,0.008476450553054848,0.0050670023610583925
3393,0.008464125885685458,0.005059378099359968
3403,0.0084518550718502,0.005051787911909855
3413,0.00843963771976719,0.0050442315463579135
3423,0.008427473441636746,0.005036708752955477
3433,0.00841536185359032,0.005029219284526043
3443,0.008403302575639315,0.005021762896427973
3453,0.008391295231624796,0.005014339346525176
3463,0.008379339449167689,0.005006948395148925
3473,0.008367434859619993,0.004999589805070315
3483,0.008355581098017983,0.00499226334146563
3493,0.008343777803032748,0.004984968771886145
3503,0.008332024616925837,0.0049777058662270335
3513,0.00832032118550241,0.004970474396698954
3523,0.008308667158066718,0.004963274137795182
3533,0.008297062187377136,0.004956104866264077
3543,0.008285505929603254,0.004948966361078888
3553,0.00827399804428225,0.00494185840341288
3563,0.00826253819427697,0.004934780776605585
3573,0.008251126045734136,0.0049277332661414874
3583,0.008239761268043266,0.004920715659617159
3593,0.008228443533796093,0.0049137277467199425
3603,0.008217172518747207,0.004906769319196869
3613,0.00820594790177459,0.00489984017083156
3623,0.008194769364840815,0.0048929400974184745
3633,0.008183636592955401,0.00488606889673715
3643,0.008172549274137353,0.004879226368527334
3653,0.008161507099377796,0.004872412314465002
3663,0.008150509762604063,0.004865626538140155
3673,0.008139556960643834,0.004858868845028397
3683,0.00812864839318983,0.004852139042473169
3693,0.008117783762765285,0.004845436939659109
3703,0.008106962774689142,0.004838762347591619
3713,0.008096185137042633,0.004832115079073773
3723,0.008085450560636809,0.004825494948683229
3733,0.00807475875897834,0.004818901772752682
3743,0.008064109448238321,0.004812335369348553
3753,0.008053502347220298,0.004805795558247894
3763,0.008042937177328624,0.004799282160920626
3773,0.008032413662537985,0.004792795000504668
3783,0.008021931529362869,0.004786333901791728
3793,0.008011490506826924,0.004779898691205098
3803,0.008001090326434646,0.0047734891967783355
3813,0.007990730722141126,0.004767105248137504
3823,0.007980411430324075,0.004760746676482519
3833,0.007970132189755064,0.004754413314570272
3843,0.007959892741571772,0.004748104996691538
3853,0.007949692829250787,0.004741821558658543
3863,0.007939532198579846,0.004735562837780982
3873,0.007929410597631803,0.00472932867285536
3883,0.00791932777673754,0.004723118904141899
3893,0.007909283488460872,0.0047169333733512175
3903,0.007899277487572187,0.004710771923623014
3913,0.00788930953102357,0.004704634399516294
3923,0.007879379377923323,0.0046985206469853935
3933,0.00786948678951277,0.004692430513371093
3943,0.007859631529140265,0.0046863638473793046
3953,0.007849813362238445,0.004680320499065971
3963,0.00784003205630085,0.0046743003198255195
3973,0.007830287380857448,0.0046683031623722115
3983,0.00782057910745354,0.004662328880724154
3993,0.007810907009625057,0.00465637733019264
4003,0.007801270862878351,0.00465044836736439
4013,0.007791670444666443,0.004644541850086448
4023,0.0077821055343686996,0.004638657637454635
4033,0.007772575913268687,0.004632795589797567
4043,0.0077630813645332974,0.004626955568665103
4053,0.007753621673191657,0.004621137436811473
4063,0.007744196626115807,0.004615341058183731
4073,0.007734806011998052,0.004609566297907541
4083,0.007725449621333258,0.004603813022276526
4093,0.007716127246398585,0.004598081098736273
4103,0.007706838681232953,0.004592370395871903
4113,0.007697583721619328,0.0045866807833991885
4123,0.007688362165064466,0.004581012132147677
4133,0.0076791738107813146,0.004575364314049146
4143,0.007670018459670247,0.004569737202128721
4153,0.007660895914299859,0.004564130670488886
4163,0.007651805978891146,0.004558544594301495
4173,0.007642748459297077,0.004552978849794442
4183,0.007633723162988049,0.004547433314236571
4193,0.007624729899032123,0.004541907865934114
4203,0.007615768478078877,0.004536402384213822
4213,0.007606838712343411,0.004530916749412306
4223,0.007597940415588478,0.0045254508428680396
4233,0.00758907340310877,0.004520004546908929
4243,0.007580237491714825,0.004514577744839876
4253,0.007571432499716535,0.004509170320936562
4263,0.007562658246908105,0.004503782160431236
4273,0.007553914554551844,0.004498413149505609
4283,0.007545201245363009,0.004493063175277534
4293,0.007536518143494986,0.004487732125793897
4303,0.0075278650745237985,0.00448241989002085
4313,0.007519241865433679,0.004477126357832262
4323,0.007510648344602799,0.004471851419999062
4333,0.007502084341787452,0.004466594968185689
4343,0.007493549688109502,0.004461356894934099
4353,0.007485044216041736,0.004456137093659329
4363,0.007476567759393649,0.00445093545863795
4373,0.007468120153298008,0.004445751884998295
4383,0.007459701234197369,0.004440586268716018
4393,0.007451310839830694,0.004435438506599887
4403,0.007442948809220251,0.0044303084962873385
4413,0.00743461498265835,0.004425196136233822
4423,0.007426309201694681,0.004420101325703918
4433,0.007418031309123385,0.004415023964767784
4443,0.007409781148970895,0.0044099639542842795
4453,0.0074015585664833905,0.004404921195901856
4463,0.007393363408113973,0.004399895592044345
4473,0.007385195521511567,0.004394887045908291
4483,0.0073770547555082056,0.004389895461447857
4493,0.007368940960107706,0.004384920743375709
4503,0.0073608539864736255,0.004379962797148806
4513,0.0073527936869179356,0.004375021528963963
4523,0.007344759914890031,0.004370096845749849
4533,0.007336752524964629,0.004365188655160779
4543,0.007328771372831333,0.004360296865566049
4553,0.007320816315283363,0.004355421386047276
4563,0.007312887210207064,0.004350562126387736
4573,0.007304983916570917,0.004345718997067927
4583,0.0072971062944148235,0.004340891909256683
4593,0.007289254204840001,0.0043360807748058505
4603,0.00728142750999855,0.004331285506242288
4613,0.007273626073082906,0.0043265060167625435
4623,0.0072658497583162895,0.004321742220225744
4633,0.007258098430942661,0.004316994031147381
4643,0.007250371957216506,0.004312261364690428
4653,0.007242670204392954,0.004307544136664454
4663,0.007234993040719062,0.004302842263514073
4673,0.007227340335423549,0.004298155662314507
4683,0.007219711958707575,0.004293484250767143
4693,0.007212107781735588,0.004288827947190654
4703,0.007204527676625827,0.0042841866705174425
4713,0.00719697151644183,0.004279560340286537
4723,0.007189439175182943,0.004274948876638263
4733,0.0071819305277756595,0.004270352200307137
4743,0.007174445450064626,0.004265770232619204
4753,0.007166983818804373,0.004261202895482263
4763,0.007159545511650989,0.004256650111384985
4773,0.007152130407152402,0.0042521118033871375
4783,0.007144738384741556,0.004247587895116034
4793,0.007137369324727305,0.004243078310762094
4803,0.007130023108285977,0.0042385829750726245
4813,0.007122699617454709,0.004234101813345603
4823,0.007115398735121126,0.004229634751426126
4833,0.007108120345018065,0.004225181715700188
4843,0.00710086433171353,0.0042207426330902464
4853,0.007093630580604471,0.004216317431048999
4863,0.007086418977908238,0.004211906037557611
4873,0.007079229410655752,0.004207508381117719
4883,0.007072061766683624,0.0042031243907452165
4893,0.007064915934626548,0.004198753995971138
4903,0.007057791803910585,0.004194397126831895
4913,0.007050689264745835,0.004190053713865716
4923,0.0070436082081186124,0.004185723688109988
4933,0.0070365485257853355,0.004181406981094149
4943,0.007029510110264869,0.0041771035248370225
4953,0.00702249285483203,0.004172813251840601
4963,0.0070154966535107,0.004168536095087383
4973,0.007008521401067169,0.00416427198803504
4983,0.007001566993002417,0.004160020864612868
4993,0.006994633325547284,0.004155782659215568
5003,0.0069877202956547535,0.004151557306702358
5013,0.006980827800993572,0.004147344742388093
5023,0.006973955739942472,0.004143144902045037
5033,0.0069671040115829586,0.0041389577218930995
5043,0.006960272515694033,0.004134783138598941
5053,0.006953461152745366,0.004130621089272424
5063,0.006946669823891249,0.0041264715114603945
5073,0.006939898430964375,0.0041223343431440185
5083,0.006933146876471286,0.00411820952273434
5093,0.0069264150635836574,0.004114096989070504
5103,0.00691970289613536,0.004109996681412653
5113,0.006913010278614851,0.004105908539442815
5123,0.006906337116159733,0.004101832503253355
5133,0.0068996833145524294,0.004097768513353195
5143,0.006893048780211963,0.0040937165106562645
5153,0.006886433420191018,0.0040896764364832805
5163,0.0068798371421689986,0.004085648232551975
5173,0.006873259854447145,0.004081631840981537
5183,0.006866701465942593,0.004077627204282841
5193,0.006860161886183602,0.004073634265357562
5203,0.006853641025304225,0.004069652967495507
5213,0.006847138794039254,0.004065683254367514
5223,0.006840655103718063,0.004061725070027222
5233,0.006834189866260942,0.00405777835890575
5243,0.006827742994173103,0.004053843065804585
5253,0.006821314400539957,0.004049919135900026
5263,0.006814903999022293,0.004046006514732525
5273,0.00680851170385105,0.004042105148207575
5283,0.006802137429822996,0.004038214982593935
5293,0.006795781092295339,0.004034335964514746
5303,0.006789442607181562,0.004030468040951085
5313,0.006783121890946264,0.004026611159234861
5323,0.006776818860600664,0.004022765267046147
5333,0.0067705334336985445,0.004018930312412294
5343,0.0067642655283305375,0.004015106243703492
5353,0.006758015063120737,0.004011293009628325
5363,0.006751781957221703,0.004007490559235549
5373,0.006745566130310243,0.004003698841905212
5383,0.00673936750258286,0.003999917807352205
5393,0.006733185994751534,0.0039961474056173785
5403,0.006727021528039723,0.003992387587069324
5413,0.00672087402417737,0.003988638302399039
5423,0.006714743405397627,0.003984899502619044
5433,0.006708629594432303,0.003981171139059825
5443,0.006702532514507364,0.0039774531633653964
5453,0.006696452089339333,0.003973745527495076
5463,0.006690388243132117,0.003970048183714603
5473,0.006684340900570573,0.0039663610846023545
5483,0.006678309986818842,0.003962684183038689
5493,0.006672295427515962,0.003959017432205059
5503,0.006666297148771205,0.003955360785584894
5513,0.006660315077161083,0.0039517141969600544
5523,0.006654349139725069,0.003948077620405499
5533,0.006648399263961935,0.003944451010289285
5543,0.006642465377826867,0.003940834321269904
5553,0.0066365474097258015,0.003937227508294505
5563,0.006630645288514148,0.003933630526594456
5573,0.0066247589434914045,0.00393004333168534
5583,0.006618888304398218,0.003926465879364294
5593,0.006613033301413607,0.003922898125704677
5603,0.006607193865149852,0.003919340027059626
5613,0.006601369926650447,0.003915791540053171
5623,0.006595561417385709,0.003912252621583789
5633,0.006589768269250618,0.003908723228817301
5643,0.006583990414559371,0.00390520331919042
5653,0.006578227786044333,0.003901692850401872
5663,0.006572480316851703,0.0038981917804168376
5673,0.00656674794053741,0.003894700067458956
5683,0.0065610305910653866,0.00389121767001388
5693,0.006555328202803579,0.0038877445468221694
5703,0.006549640710520999,0.003884280656879291
5713,0.0065439680493840635,0.0038808259594356187
5723,0.006538310154954263,0.003877380413991105
5733,0.006532666963184497,0.0038739439802961684
5743,0.006527038410416297,0.0038705166183463646
5753,0.006521424433376777,0.003867098288383275
5763,0.0065158249691753545,0.0038636889508918415
